logical_table,cell_id,min_accept,persona_id,instance_id,episode_seed,treated_seat,difficulty_scalar,difficulty_tags,normalized_primary,normalized_nash_welfare,deal_rate,dist_to_nbs,gini,cost_usd
one_rational,one_rational,5,,scorable_negotiation-L1-a9097927ce,4,4,0.551691,easy,0.5644,0.253131133265005,1.0,0.9380129332053326,0.5025,1.498765
one_rational,one_rational,5,,scorable_negotiation-L1-aabb4d986b,0,1,0.614162,easy,0.8089,0.6211245843653387,1.0,0.6559906497738882,0.1390625,1.05907
one_rational,one_rational,5,,scorable_negotiation-L1-19dae4b672,0,1,0.62258,high-conflict;medium,0.7184,0.35535678820836075,1.0,0.6919652890005169,0.27671232876712326,1.2290699999999999
one_rational,one_rational,5,,scorable_negotiation-L1-a9097927ce,3,2,0.551691,easy,0.0,0.0,0.0,nan,nan,1.5162600000000004
one_rational,one_rational,5,,scorable_negotiation-L1-19dae4b672,3,2,0.62258,high-conflict;medium,1.0,0.5193627810773402,1.0,0.616993854021321,0.24528301886792453,1.1717199999999999
one_rational,one_rational,5,,scorable_negotiation-L1-282034699c,3,2,0.600081,easy;large-frontier,0.8211,0.563737899297598,1.0,0.8926034084321328,0.26842105263157895,1.25798
one_rational,one_rational,5,,scorable_negotiation-L1-19dae4b672,2,0,0.62258,high-conflict;medium,0.9605,0.5190553291636535,1.0,0.5728688967940591,0.26542056074766357,1.21399
one_rational,one_rational,5,,scorable_negotiation-L1-282034699c,4,4,0.600081,easy;large-frontier,1.0,0.6538795158177795,1.0,0.0,0.2939929328621908,0.83806
one_rational,one_rational,5,,scorable_negotiation-L1-996daa4124,1,3,0.61343,easy;large-frontier,0.8825,0.5679505145654978,1.0,0.5871930098388547,0.23783783783783785,1.3856249999999999
one_rational,one_rational,5,,scorable_negotiation-L1-282034699c,0,1,0.600081,easy;large-frontier,0.9791,0.6216146550434868,1.0,0.34446504045980925,0.31029411764705883,1.6462350000000001
one_rational,one_rational,5,,scorable_negotiation-L1-996daa4124,3,2,0.61343,easy;large-frontier,0.0,0.0,0.0,nan,nan,1.541525
one_rational,one_rational,5,,scorable_negotiation-L1-a9097927ce,2,0,0.551691,easy,0.9216,0.0,1.0,0.7560344590381844,0.3175097276264591,0.91399
one_rational,one_rational,5,,scorable_negotiation-L1-996daa4124,0,1,0.61343,easy;large-frontier,0.9109,0.5595651724079489,1.0,0.553216394217755,0.3580645161290323,1.62729
one_rational,one_rational,5,,scorable_negotiation-L1-996daa4124,4,4,0.61343,easy;large-frontier,0.7935,0.44070490886510216,1.0,0.8756316770514245,0.3781094527363184,1.5262650000000002
one_rational,one_rational,5,,scorable_negotiation-L1-aabb4d986b,1,3,0.614162,easy,0.9825,0.6903484307766603,1.0,0.0,0.2296774193548387,1.066165
one_rational,one_rational,5,,scorable_negotiation-L1-aabb4d986b,4,4,0.614162,easy,0.8264,0.6159478240760222,1.0,0.5527773642186545,0.23911439114391145,1.012745
one_rational,one_rational,5,,scorable_negotiation-L1-aabb4d986b,3,2,0.614162,easy,0.6014,0.32503682747631046,1.0,0.8673270473679019,0.381151832460733,1.012345
one_rational,one_rational,5,,scorable_negotiation-L1-19dae4b672,4,4,0.62258,high-conflict;medium,0.6638,0.34043100449239616,1.0,0.3812655586530859,0.23875968992248062,1.4984700000000002
one_rational,one_rational,5,,scorable_negotiation-L2-adac68f4ac,0,2,0.642993,large-frontier;medium,0.7521,0.49133366704830367,1.0,0.364266935728595,0.28029197080291973,1.8582049999999999
one_rational,one_rational,5,,scorable_negotiation-L2-df1e479b72,3,3,0.63001,medium;small-frontier,0.0,0.0,0.0,nan,nan,1.5904299999999998
one_rational,one_rational,5,,scorable_negotiation-L2-df1e479b72,4,0,0.63001,medium;small-frontier,0.9974,0.0,1.0,0.9339530288142077,0.4864864864864865,1.49449
one_rational,one_rational,5,,scorable_negotiation-L2-103cef6017,3,3,0.638165,medium;small-frontier,0.9523,0.533225804277077,1.0,0.3745209340646444,0.32653061224489793,1.38023
one_rational,one_rational,5,,scorable_negotiation-L2-df1e479b72,2,1,0.63001,medium;small-frontier,1.0,0.5912444496179982,1.0,0.6169319012476656,0.1731958762886598,1.1553149999999999
one_rational,one_rational,5,,scorable_negotiation-L2-103cef6017,0,2,0.638165,medium;small-frontier,0.9523,0.533225804277077,1.0,0.3745209340646444,0.32653061224489793,1.1531
one_rational,one_rational,5,,scorable_negotiation-L2-df1e479b72,0,2,0.63001,medium;small-frontier,0.9634,0.5843851343208357,1.0,0.30445536856572486,0.2011049723756906,1.2635999999999998
one_rational,one_rational,5,,scorable_negotiation-L2-0aa50f7b83,3,3,0.679768,hard;high-conflict;large-frontier;no-clear-win-win,0.8216,0.5552364981257403,1.0,0.6255700920828654,0.2682080924855491,1.4355749999999996
one_rational,one_rational,5,,scorable_negotiation-L2-0aa50f7b83,0,2,0.679768,hard;high-conflict;large-frontier;no-clear-win-win,0.7533,0.5063400708169691,1.0,0.6640405747786313,0.3473053892215569,1.2483849999999999
one_rational,one_rational,5,,scorable_negotiation-L2-103cef6017,2,1,0.638165,medium;small-frontier,0.9523,0.533225804277077,1.0,0.3745209340646444,0.32653061224489793,1.4494549999999997
one_rational,one_rational,5,,scorable_negotiation-L2-adac68f4ac,1,4,0.642993,large-frontier;medium,0.0,0.0,0.0,nan,nan,1.5206
one_rational,one_rational,5,,scorable_negotiation-L2-0aa50f7b83,4,0,0.679768,hard;high-conflict;large-frontier;no-clear-win-win,0.9317,0.7168822113478109,1.0,0.0,0.1932367149758454,1.1389899999999997
one_rational,one_rational,5,,scorable_negotiation-L2-df1e479b72,1,4,0.63001,medium;small-frontier,1.0,0.5912444496179982,1.0,0.6169319012476656,0.1731958762886598,1.47627
one_rational,one_rational,5,,scorable_negotiation-L2-1fc37540c8,0,2,0.676476,high-conflict;large-frontier;medium;no-clear-win-win,0.8891,0.39862525191187015,1.0,0.5043263731254787,0.45208333333333334,1.339685
one_rational,one_rational,5,,scorable_negotiation-L2-1fc37540c8,3,3,0.676476,high-conflict;large-frontier;medium;no-clear-win-win,1.0,0.6208791766745703,1.0,0.0,0.2320754716981132,1.48176
one_rational,one_rational,5,,scorable_negotiation-L2-1fc37540c8,4,0,0.676476,high-conflict;large-frontier;medium;no-clear-win-win,0.8891,0.39862525191187015,1.0,0.5043263731254787,0.45208333333333334,1.3779999999999997
one_rational,one_rational,5,,scorable_negotiation-L2-1fc37540c8,2,1,0.676476,high-conflict;large-frontier;medium;no-clear-win-win,1.0,0.6208791766745703,1.0,0.0,0.2320754716981132,0.848615
one_rational,one_rational,5,,scorable_negotiation-L2-103cef6017,1,4,0.638165,medium;small-frontier,1.0,0.6067372574347059,1.0,0.0,0.22995169082125605,0.8435000000000001
one_rational,one_rational,5,,scorable_negotiation-L2-0aa50f7b83,2,1,0.679768,hard;high-conflict;large-frontier;no-clear-win-win,0.0,0.0,0.0,nan,nan,1.6275499999999998
one_rational,one_rational,5,,scorable_negotiation-L2-adac68f4ac,3,3,0.642993,large-frontier;medium,1.0,0.6090497177797055,1.0,0.2785627654939933,0.33297297297297296,1.1106249999999998
one_rational,one_rational,5,,scorable_negotiation-L2-adac68f4ac,4,0,0.642993,large-frontier;medium,0.0,0.0,0.0,nan,nan,1.7124850000000003
one_rational,one_rational,5,,scorable_negotiation-L2-adac68f4ac,2,1,0.642993,large-frontier;medium,0.0,0.0,0.0,nan,nan,1.600285
one_rational,one_rational,5,,scorable_negotiation-L2-103cef6017,4,0,0.638165,medium;small-frontier,0.9274,0.55188751480072,1.0,0.6755721495511996,0.26744186046511625,0.938165
one_rational,one_rational,5,,scorable_negotiation-L2-0aa50f7b83,1,4,0.679768,hard;high-conflict;large-frontier;no-clear-win-win,0.7533,0.5063400708169691,1.0,0.6640405747786313,0.3473053892215569,1.155905
one_rational,one_rational,5,,scorable_negotiation-L2-1fc37540c8,1,4,0.676476,high-conflict;large-frontier;medium;no-clear-win-win,1.0,0.6208791766745703,1.0,0.0,0.2320754716981132,1.18418
one_rational,one_rational,5,,scorable_negotiation-L3-a8641f6c33,4,1,0.651538,medium;small-frontier,0.6793,0.5538446835202459,1.0,0.9478878791784949,0.2823529411764706,1.2946650000000002
one_rational,one_rational,5,,scorable_negotiation-L3-d9a0ef3c04,4,1,0.7161,hard;no-clear-win-win;pivotal-seat,0.0,0.0,0.0,nan,nan,1.693535
one_rational,one_rational,5,,scorable_negotiation-L3-9a673abad3,1,0,0.699699,hard;high-conflict;pivotal-seat,0.8846,0.0,1.0,0.8347904756731781,0.47374301675977654,1.06576
one_rational,one_rational,5,,scorable_negotiation-L3-9a1b1c0960,3,4,0.689368,hard;pivotal-seat,0.0,0.0,0.0,nan,nan,1.6956399999999998
one_rational,one_rational,5,,scorable_negotiation-L3-d9a0ef3c04,1,0,0.7161,hard;no-clear-win-win;pivotal-seat,0.0,0.0,0.0,nan,nan,1.46964
one_rational,one_rational,5,,scorable_negotiation-L3-9a673abad3,3,4,0.699699,hard;high-conflict;pivotal-seat,1.0,0.5375432415425709,1.0,0.0,0.28679245283018867,0.71618
one_rational,one_rational,5,,scorable_negotiation-L3-9a1b1c0960,0,3,0.689368,hard;pivotal-seat,1.0,0.5651930906483458,1.0,0.0,0.3073170731707317,1.1679150000000003
one_rational,one_rational,5,,scorable_negotiation-L3-46e1252af7,1,0,0.684076,hard;pivotal-seat,1.0,0.6301255536714604,1.0,0.7535799047879709,0.35348837209302325,0.9529400000000001
one_rational,one_rational,5,,scorable_negotiation-L3-d9a0ef3c04,2,2,0.7161,hard;no-clear-win-win;pivotal-seat,0.0,0.0,0.0,nan,nan,1.2992800000000002
one_rational,one_rational,5,,scorable_negotiation-L3-9a673abad3,2,2,0.699699,hard;high-conflict;pivotal-seat,1.0,0.5375432415425709,1.0,0.0,0.28679245283018867,1.310555
one_rational,one_rational,5,,scorable_negotiation-L3-a8641f6c33,1,0,0.651538,medium;small-frontier,0.0,0.0,0.0,nan,nan,1.498915
one_rational,one_rational,5,,scorable_negotiation-L3-a8641f6c33,2,2,0.651538,medium;small-frontier,0.6793,0.5538446835202459,1.0,0.9478878791784949,0.2823529411764706,0.8689200000000001
one_rational,one_rational,5,,scorable_negotiation-L3-9a673abad3,4,1,0.699699,hard;high-conflict;pivotal-seat,0.0,0.0,0.0,nan,nan,1.637815
one_rational,one_rational,5,,scorable_negotiation-L3-9a1b1c0960,1,0,0.689368,hard;pivotal-seat,1.0,0.5651930906483458,1.0,0.0,0.3073170731707317,0.950465
one_rational,one_rational,5,,scorable_negotiation-L3-46e1252af7,3,4,0.684076,hard;pivotal-seat,0.8431,0.7432269180632755,1.0,0.0,0.1068062827225131,0.444685
one_rational,one_rational,5,,scorable_negotiation-L3-46e1252af7,0,3,0.684076,hard;pivotal-seat,1.0,0.6301255536714604,1.0,0.7535799047879709,0.35348837209302325,1.4501550000000003
one_rational,one_rational,5,,scorable_negotiation-L3-9a673abad3,0,3,0.699699,hard;high-conflict;pivotal-seat,0.0,0.0,0.0,nan,nan,1.4984950000000001
one_rational,one_rational,5,,scorable_negotiation-L3-d9a0ef3c04,3,4,0.7161,hard;no-clear-win-win;pivotal-seat,1.0,0.9179258437648328,1.0,0.0,0.29333333333333333,0.702725
one_rational,one_rational,5,,scorable_negotiation-L3-46e1252af7,2,2,0.684076,hard;pivotal-seat,0.0,0.0,0.0,nan,nan,1.486985
one_rational,one_rational,5,,scorable_negotiation-L3-a8641f6c33,3,4,0.651538,medium;small-frontier,0.9628,0.699813695624205,1.0,0.0,0.16855345911949685,1.7483149999999998
one_rational,one_rational,5,,scorable_negotiation-L3-d9a0ef3c04,0,3,0.7161,hard;no-clear-win-win;pivotal-seat,1.0,0.9179258437648328,1.0,0.0,0.29333333333333333,1.042955
one_rational,one_rational,5,,scorable_negotiation-L3-9a1b1c0960,4,1,0.689368,hard;pivotal-seat,0.9183,0.550249714729916,1.0,0.531682611776159,0.2318471337579618,1.3845649999999998
one_rational,one_rational,5,,scorable_negotiation-L3-a8641f6c33,0,3,0.651538,medium;small-frontier,0.9628,0.699813695624205,1.0,0.0,0.16855345911949685,1.4503400000000002
one_rational,one_rational,5,,scorable_negotiation-L3-9a1b1c0960,2,2,0.689368,hard;pivotal-seat,0.0,0.0,0.0,nan,nan,1.5936249999999998
one_rational,one_rational,5,,scorable_negotiation-L3-46e1252af7,4,1,0.684076,hard;pivotal-seat,0.8431,0.7432269180632755,1.0,0.0,0.1068062827225131,0.338815
one_rational,one_rational,5,,scorable_negotiation-L4-8a29217702,3,0,0.68927,hard;high-conflict;no-clear-win-win;small-frontier,1.0,0.8113601931999888,1.0,0.0,0.20210526315789473,1.40139
one_rational,one_rational,5,,scorable_negotiation-L4-faf2ca7d47,0,4,0.694187,hard;no-clear-win-win;pivotal-seat;small-frontier,0.0,0.0,0.0,nan,nan,1.9823050000000002
one_rational,one_rational,5,,scorable_negotiation-L4-d49e5fe070,1,1,0.672467,medium;small-frontier,1.0,0.704468524997698,1.0,0.0,0.35833333333333334,1.2535049999999999
one_rational,one_rational,5,,scorable_negotiation-L4-712ba36a4f,2,3,0.706191,hard;no-clear-win-win;pivotal-seat,1.0,0.0,1.0,0.5414187120150269,0.4186046511627907,1.5446600000000001
one_rational,one_rational,5,,scorable_negotiation-L4-8a29217702,4,2,0.68927,hard;high-conflict;no-clear-win-win;small-frontier,1.0,0.8113601931999888,1.0,0.0,0.20210526315789473,1.0628900000000001
one_rational,one_rational,5,,scorable_negotiation-L4-712ba36a4f,0,4,0.706191,hard;no-clear-win-win;pivotal-seat,0.0,0.0,0.0,nan,nan,1.505885
one_rational,one_rational,5,,scorable_negotiation-L4-d49e5fe070,0,4,0.672467,medium;small-frontier,0.9816,0.0,1.0,0.7007538705288381,0.3346938775510204,1.19889
one_rational,one_rational,5,,scorable_negotiation-L4-712ba36a4f,3,0,0.706191,hard;no-clear-win-win;pivotal-seat,1.0,0.0,1.0,0.5414187120150269,0.4186046511627907,1.17494
one_rational,one_rational,5,,scorable_negotiation-L4-8a29217702,2,3,0.68927,hard;high-conflict;no-clear-win-win;small-frontier,0.0,0.0,0.0,nan,nan,1.1002699999999999
one_rational,one_rational,5,,scorable_negotiation-L4-faf2ca7d47,1,1,0.694187,hard;no-clear-win-win;pivotal-seat;small-frontier,0.8196,0.0,1.0,1.6670137467555703,0.44819277108433736,1.07413
one_rational,one_rational,5,,scorable_negotiation-L4-712ba36a4f,1,1,0.706191,hard;no-clear-win-win;pivotal-seat,0.0,0.0,0.0,nan,nan,1.4644899999999998
one_rational,one_rational,5,,scorable_negotiation-L4-d49e5fe070,4,2,0.672467,medium;small-frontier,1.0,0.704468524997698,1.0,0.0,0.35833333333333334,0.8441500000000001
one_rational,one_rational,5,,scorable_negotiation-L4-faf2ca7d47,4,2,0.694187,hard;no-clear-win-win;pivotal-seat;small-frontier,0.0,0.0,0.0,nan,nan,1.4706100000000002
one_rational,one_rational,5,,scorable_negotiation-L4-8a29217702,1,1,0.68927,hard;high-conflict;no-clear-win-win;small-frontier,1.0,0.8113601931999888,1.0,0.0,0.20210526315789473,1.4828849999999998
one_rational,one_rational,5,,scorable_negotiation-L4-d49e5fe070,3,0,0.672467,medium;small-frontier,1.0,0.704468524997698,1.0,0.0,0.35833333333333334,1.067345
one_rational,one_rational,5,,scorable_negotiation-L4-8a29217702,0,4,0.68927,hard;high-conflict;no-clear-win-win;small-frontier,0.0,0.0,0.0,nan,nan,1.453375
one_rational,one_rational,5,,scorable_negotiation-L4-712ba36a4f,4,2,0.706191,hard;no-clear-win-win;pivotal-seat,0.0,0.0,0.0,nan,nan,1.4263200000000003
one_rational,one_rational,5,,scorable_negotiation-L4-faf2ca7d47,2,3,0.694187,hard;no-clear-win-win;pivotal-seat;small-frontier,0.6751,0.0,1.0,1.708505588742708,0.651685393258427,1.52588
one_rational,one_rational,5,,scorable_negotiation-L4-faf2ca7d47,3,0,0.694187,hard;no-clear-win-win;pivotal-seat;small-frontier,0.6751,0.0,1.0,1.708505588742708,0.651685393258427,1.454565
one_rational,one_rational,5,,scorable_negotiation-L4-d49e5fe070,2,3,0.672467,medium;small-frontier,1.0,0.704468524997698,1.0,0.0,0.35833333333333334,1.107665
one_oracle,one_oracle,5,,scorable_negotiation-L0-32200851b2,0,0,0.562257,easy;high-conflict,0.0,0.0,0.0,nan,nan,1.4510150000000002
one_oracle,one_oracle,5,,scorable_negotiation-L0-34733a57e6,2,4,0.561029,easy;large-frontier,0.0,0.0,0.0,nan,nan,1.496945
one_oracle,one_oracle,5,,scorable_negotiation-L0-34733a57e6,4,3,0.561029,easy;large-frontier,0.0,0.0,0.0,nan,nan,1.47654
one_oracle,one_oracle,5,,scorable_negotiation-L0-a483b0d80d,3,1,0.546303,easy,0.9244,0.46659111489790084,1.0,0.7080818834056857,0.25504587155963304,1.24227
one_oracle,one_oracle,5,,scorable_negotiation-L0-34733a57e6,3,1,0.561029,easy;large-frontier,0.0,0.0,0.0,nan,nan,1.4002550000000002
one_oracle,one_oracle,5,,scorable_negotiation-L0-a483b0d80d,1,2,0.546303,easy,0.0,0.0,0.0,nan,nan,1.43837
one_oracle,one_oracle,5,,scorable_negotiation-L0-32200851b2,2,4,0.562257,easy;high-conflict,1.0,0.0,1.0,0.5576313481450949,0.36704119850187267,1.523465
one_oracle,one_oracle,5,,scorable_negotiation-L0-611ee402f7,4,3,0.55854,easy,0.6852,0.23554619102058624,1.0,1.33484974844896,0.4484848484848485,1.549715
one_oracle,one_oracle,5,,scorable_negotiation-L0-65113008ad,1,2,0.624796,medium,0.0,0.0,0.0,nan,nan,1.6653200000000001
one_oracle,one_oracle,5,,scorable_negotiation-L0-611ee402f7,1,2,0.55854,easy,0.0,0.0,0.0,nan,nan,1.4978500000000001
one_oracle,one_oracle,5,,scorable_negotiation-L0-32200851b2,3,1,0.562257,easy;high-conflict,0.8538,0.0,1.0,0.5210236297452758,0.3601809954751131,1.389845
one_oracle,one_oracle,5,,scorable_negotiation-L0-32200851b2,1,2,0.562257,easy;high-conflict,0.0,0.0,0.0,nan,nan,1.5660999999999998
one_oracle,one_oracle,5,,scorable_negotiation-L0-32200851b2,4,3,0.562257,easy;high-conflict,0.0,0.0,0.0,nan,nan,1.9428149999999995
one_oracle,one_oracle,5,,scorable_negotiation-L0-65113008ad,4,3,0.624796,medium,0.9817,0.5826707358115123,1.0,0.40449975030660673,0.36205533596837947,1.5781899999999998
one_oracle,one_oracle,5,,scorable_negotiation-L0-65113008ad,2,4,0.624796,medium,0.0,0.0,0.0,nan,nan,1.34803
one_oracle,one_oracle,5,,scorable_negotiation-L0-65113008ad,0,0,0.624796,medium,0.0,0.0,0.0,nan,nan,1.537365
one_oracle,one_oracle,5,,scorable_negotiation-L0-611ee402f7,2,4,0.55854,easy,0.0,0.0,0.0,nan,nan,1.377505
one_oracle,one_oracle,5,,scorable_negotiation-L0-34733a57e6,0,0,0.561029,easy;large-frontier,0.0,0.0,0.0,nan,nan,1.3086900000000001
one_oracle,one_oracle,5,,scorable_negotiation-L0-a483b0d80d,0,0,0.546303,easy,0.9987,0.42368425425403855,1.0,0.8496454618458733,0.3593220338983051,0.7999999999999999
one_oracle,one_oracle,5,,scorable_negotiation-L0-34733a57e6,1,2,0.561029,easy;large-frontier,0.0,0.0,0.0,nan,nan,1.6426550000000002
one_oracle,one_oracle,5,,scorable_negotiation-L0-a483b0d80d,4,3,0.546303,easy,0.9987,0.42368425425403855,1.0,0.8496454618458733,0.3593220338983051,1.467525
one_oracle,one_oracle,5,,scorable_negotiation-L0-a483b0d80d,2,4,0.546303,easy,0.0,0.0,0.0,nan,nan,1.6640300000000001
one_oracle,one_oracle,5,,scorable_negotiation-L0-611ee402f7,3,1,0.55854,easy,0.9013,0.515495742659004,1.0,0.4100914424251174,0.3276595744680851,0.80598
one_oracle,one_oracle,5,,scorable_negotiation-L0-65113008ad,3,1,0.624796,medium,0.6916,0.44269943289876723,1.0,0.48300933223304887,0.21818181818181817,1.3823249999999998
one_oracle,one_oracle,5,,scorable_negotiation-L0-611ee402f7,0,0,0.55854,easy,0.0,0.0,0.0,nan,nan,1.4822000000000002
one_oracle,one_oracle,5,,scorable_negotiation-L1-19dae4b672,0,1,0.62258,high-conflict;medium,0.9906,0.5169886604843249,1.0,0.6826310460366771,0.27162790697674416,1.56784
one_oracle,one_oracle,5,,scorable_negotiation-L1-a9097927ce,4,4,0.551691,easy,0.0,0.0,0.0,nan,nan,1.4130800000000001
one_oracle,one_oracle,5,,scorable_negotiation-L1-a9097927ce,2,0,0.551691,easy,1.0,0.0,1.0,0.7018961499562226,0.24206642066420664,0.9951049999999999
one_oracle,one_oracle,5,,scorable_negotiation-L1-a9097927ce,0,1,0.551691,easy,0.0,0.0,0.0,nan,nan,1.2686099999999998
one_oracle,one_oracle,5,,scorable_negotiation-L1-282034699c,4,4,0.600081,easy;large-frontier,0.9791,0.6216146550434868,1.0,0.34446504045980925,0.31029411764705883,0.81752
one_oracle,one_oracle,5,,scorable_negotiation-L1-996daa4124,1,3,0.61343,easy;large-frontier,0.0,0.0,0.0,nan,nan,1.672545
one_oracle,one_oracle,5,,scorable_negotiation-L1-19dae4b672,2,0,0.62258,high-conflict;medium,0.806,0.3900521741780891,1.0,0.6212700375322922,0.421978021978022,1.43094
one_oracle,one_oracle,5,,scorable_negotiation-L1-19dae4b672,3,2,0.62258,high-conflict;medium,1.0,0.5193627810773402,1.0,0.616993854021321,0.24528301886792453,0.9583649999999999
one_oracle,one_oracle,5,,scorable_negotiation-L1-aabb4d986b,0,1,0.614162,easy,1.0,0.5847894682720773,1.0,0.29494716168901497,0.3249230769230769,1.08769
one_oracle,one_oracle,5,,scorable_negotiation-L1-aabb4d986b,1,3,0.614162,easy,0.0,0.0,0.0,nan,nan,1.3798050000000002
one_oracle,one_oracle,5,,scorable_negotiation-L1-282034699c,3,2,0.600081,easy;large-frontier,0.9791,0.6216146550434868,1.0,0.34446504045980925,0.31029411764705883,1.031485
one_oracle,one_oracle,5,,scorable_negotiation-L1-aabb4d986b,2,0,0.614162,easy,0.6464,0.3884791474862313,1.0,1.302802018222222,0.3804878048780488,0.9217000000000001
one_oracle,one_oracle,5,,scorable_negotiation-L1-aabb4d986b,4,4,0.614162,easy,0.0,0.0,0.0,nan,nan,1.46959
one_oracle,one_oracle,5,,scorable_negotiation-L1-a9097927ce,1,3,0.551691,easy,0.0,0.0,0.0,nan,nan,1.1171950000000002
one_oracle,one_oracle,5,,scorable_negotiation-L1-a9097927ce,3,2,0.551691,easy,0.5756,0.237935374908484,1.0,1.021497897947166,0.5777777777777777,0.937435
one_oracle,one_oracle,5,,scorable_negotiation-L1-996daa4124,3,2,0.61343,easy;large-frontier,0.8835,0.4676486583368195,1.0,0.561600755547722,0.3724770642201835,1.007325
one_oracle,one_oracle,5,,scorable_negotiation-L1-aabb4d986b,3,2,0.614162,easy,0.6638,0.4231506646812993,1.0,1.1662438297669266,0.3509090909090909,1.4402800000000004
one_oracle,one_oracle,5,,scorable_negotiation-L1-19dae4b672,4,4,0.62258,high-conflict;medium,0.0,0.0,0.0,nan,nan,1.33888
one_oracle,one_oracle,5,,scorable_negotiation-L1-996daa4124,2,0,0.61343,easy;large-frontier,0.7935,0.44070490886510216,1.0,0.8756316770514245,0.3781094527363184,1.0718649999999998
one_oracle,one_oracle,5,,scorable_negotiation-L1-282034699c,2,0,0.600081,easy;large-frontier,0.8408,0.5612640037372699,1.0,0.6343370668427433,0.2575107296137339,1.18904
one_oracle,one_oracle,5,,scorable_negotiation-L1-996daa4124,0,1,0.61343,easy;large-frontier,0.8835,0.4676486583368195,1.0,0.561600755547722,0.3724770642201835,1.1455849999999999
one_oracle,one_oracle,5,,scorable_negotiation-L1-19dae4b672,1,3,0.62258,high-conflict;medium,0.0,0.0,0.0,nan,nan,1.5635400000000002
one_oracle,one_oracle,5,,scorable_negotiation-L1-282034699c,0,1,0.600081,easy;large-frontier,0.7241,0.41198680336189464,1.0,1.1265990723855428,0.33933649289099527,1.018765
one_oracle,one_oracle,5,,scorable_negotiation-L1-996daa4124,4,4,0.61343,easy;large-frontier,0.0,0.0,0.0,nan,nan,1.4702
one_oracle,one_oracle,5,,scorable_negotiation-L1-282034699c,1,3,0.600081,easy;large-frontier,0.9791,0.6216146550434868,1.0,0.34446504045980925,0.31029411764705883,0.862715
one_oracle,one_oracle,5,,scorable_negotiation-L2-0aa50f7b83,1,4,0.679768,hard;high-conflict;large-frontier;no-clear-win-win,0.0,0.0,0.0,nan,nan,1.436415
one_oracle,one_oracle,5,,scorable_negotiation-L2-1fc37540c8,0,2,0.676476,high-conflict;large-frontier;medium;no-clear-win-win,1.0,0.6208791766745703,1.0,0.0,0.2320754716981132,0.753695
one_oracle,one_oracle,5,,scorable_negotiation-L2-0aa50f7b83,0,2,0.679768,hard;high-conflict;large-frontier;no-clear-win-win,0.0,0.0,0.0,nan,nan,1.3035649999999999
one_oracle,one_oracle,5,,scorable_negotiation-L2-adac68f4ac,1,4,0.642993,large-frontier;medium,0.0,0.0,0.0,nan,nan,1.50017
one_oracle,one_oracle,5,,scorable_negotiation-L2-103cef6017,3,3,0.638165,medium;small-frontier,0.9523,0.533225804277077,1.0,0.3745209340646444,0.32653061224489793,1.103645
one_oracle,one_oracle,5,,scorable_negotiation-L2-0aa50f7b83,2,1,0.679768,hard;high-conflict;large-frontier;no-clear-win-win,0.7232,0.2540661073913673,1.0,0.6788311408191402,0.5283582089552239,1.5416500000000002
one_oracle,one_oracle,5,,scorable_negotiation-L2-1fc37540c8,3,3,0.676476,high-conflict;large-frontier;medium;no-clear-win-win,0.0,0.0,0.0,nan,nan,1.4369750000000001
one_oracle,one_oracle,5,,scorable_negotiation-L2-adac68f4ac,3,3,0.642993,large-frontier;medium,0.0,0.0,0.0,nan,nan,1.32974
one_oracle,one_oracle,5,,scorable_negotiation-L2-0aa50f7b83,3,3,0.679768,hard;high-conflict;large-frontier;no-clear-win-win,0.0,0.0,0.0,nan,nan,1.330615
one_oracle,one_oracle,5,,scorable_negotiation-L2-adac68f4ac,2,1,0.642993,large-frontier;medium,1.0,0.6090497177797055,1.0,0.2785627654939933,0.33297297297297296,1.118725
one_oracle,one_oracle,5,,scorable_negotiation-L2-103cef6017,0,2,0.638165,medium;small-frontier,0.0,0.0,0.0,nan,nan,1.58791
one_oracle,one_oracle,5,,scorable_negotiation-L2-1fc37540c8,1,4,0.676476,high-conflict;large-frontier;medium;no-clear-win-win,0.8891,0.39862525191187015,1.0,0.5043263731254787,0.45208333333333334,0.8726300000000001
one_oracle,one_oracle,5,,scorable_negotiation-L2-103cef6017,4,0,0.638165,medium;small-frontier,0.0,0.0,0.0,nan,nan,1.41487
one_oracle,one_oracle,5,,scorable_negotiation-L2-df1e479b72,2,1,0.63001,medium;small-frontier,0.9974,0.0,1.0,0.9339530288142077,0.4864864864864865,0.9098250000000001
one_oracle,one_oracle,5,,scorable_negotiation-L2-1fc37540c8,4,0,0.676476,high-conflict;large-frontier;medium;no-clear-win-win,0.9055,0.2931394145305377,1.0,0.48144522596608363,0.44772727272727275,1.04952
one_oracle,one_oracle,5,,scorable_negotiation-L2-1fc37540c8,2,1,0.676476,high-conflict;large-frontier;medium;no-clear-win-win,0.9055,0.2931394145305377,1.0,0.48144522596608363,0.44772727272727275,1.08324
one_oracle,one_oracle,5,,scorable_negotiation-L2-adac68f4ac,0,2,0.642993,large-frontier;medium,0.8648,0.530562755949202,1.0,0.6479912164000237,0.33375796178343947,1.18788
one_oracle,one_oracle,5,,scorable_negotiation-L2-103cef6017,1,4,0.638165,medium;small-frontier,0.0,0.0,0.0,nan,nan,1.4949700000000001
one_oracle,one_oracle,5,,scorable_negotiation-L2-adac68f4ac,4,0,0.642993,large-frontier;medium,0.0,0.0,0.0,nan,nan,1.39032
