any_violation,cell_id,corrected_backers,deal,deal_lost_to_guard,deal_lost_to_guard_no_veto,episode_id,final_offer,instance_id,n_terminal_votes,n_violations,seed,veto_backs_corrected,violators,would_pass_corrected
0.0,all_rational__supermajority_r16,5,1.0,0.0,0.0,scorable_negotiation-moves_chat-7449dbebc1,P58,scorable_negotiation-L3-901198dd46,4.0,0.0,1,1.0,,1.0
0.0,all_rational__supermajority_r16,4,1.0,0.0,0.0,scorable_negotiation-moves_chat-93986c9582,P56,scorable_negotiation-L3-901198dd46,3.0,0.0,2,1.0,,1.0
0.0,all_rational__supermajority_r16,4,0.0,0.0,0.0,scorable_negotiation-moves_chat-99693d1a71,P51,scorable_negotiation-L3-8e55401ea3,4.0,0.0,1,0.0,,0.0
1.0,all_rational__supermajority_r16,4,0.0,0.0,1.0,scorable_negotiation-moves_chat-9cfc16ecee,P65,scorable_negotiation-L3-78a36182a2,4.0,1.0,2,0.0,Casey,0.0
0.0,all_rational__supermajority_r16,4,1.0,0.0,0.0,scorable_negotiation-moves_chat-a409907d72,P54,scorable_negotiation-L3-81f699e3fe,4.0,0.0,0,1.0,,1.0
1.0,all_rational__supermajority_r16,3,0.0,0.0,0.0,scorable_negotiation-moves_chat-ab87d51c57,P65,scorable_negotiation-L3-78a36182a2,4.0,2.0,4,0.0,Casey;Devon,0.0
1.0,all_rational__supermajority_r16,4,0.0,0.0,1.0,scorable_negotiation-moves_chat-ac8db79502,P37,scorable_negotiation-L3-8e55401ea3,4.0,2.0,3,0.0,Casey;Devon,0.0
0.0,all_rational__supermajority_r16,4,1.0,0.0,0.0,scorable_negotiation-moves_chat-ba1b509fec,P39,scorable_negotiation-L3-09d8108a8f,4.0,0.0,4,1.0,,1.0
0.0,all_rational__supermajority_r16,4,1.0,0.0,0.0,scorable_negotiation-moves_chat-ddfaa8c061,P37,scorable_negotiation-L3-09d8108a8f,4.0,0.0,3,1.0,,1.0
0.0,all_rational__supermajority_r16,4,1.0,0.0,0.0,scorable_negotiation-moves_chat-eec9849574,P54,scorable_negotiation-L3-81f699e3fe,4.0,0.0,2,1.0,,1.0
0.0,all_rational__supermajority_r16,4,1.0,0.0,0.0,scorable_negotiation-moves_chat-f1eb937c8c,P55,scorable_negotiation-L3-901198dd46,1.0,0.0,4,1.0,,1.0
0.0,all_rational__supermajority_r16,3,0.0,0.0,0.0,scorable_negotiation-moves_chat-fc0308d9ab,P57,scorable_negotiation-L3-901198dd46,4.0,0.0,3,1.0,,0.0
0.0,all_rational__supermajority_r16,4,1.0,0.0,0.0,scorable_negotiation-moves_chat-048faa0c88,P70,scorable_negotiation-L4-35d9e3e112,4.0,0.0,3,1.0,,1.0
0.0,all_rational__supermajority_r16,4,1.0,0.0,0.0,scorable_negotiation-moves_chat-2aea68c969,P70,scorable_negotiation-L4-35d9e3e112,2.0,0.0,2,1.0,,1.0
1.0,all_rational__supermajority_r16,3,0.0,0.0,0.0,scorable_negotiation-moves_chat-3413cecda1,P64,scorable_negotiation-L4-592a4f7b6d,4.0,2.0,2,1.0,Blake;Casey,0.0
0.0,all_rational__supermajority_r16,2,0.0,0.0,0.0,scorable_negotiation-moves_chat-3c55cec916,P55,scorable_negotiation-L4-05f715c1e6,4.0,0.0,3,0.0,,0.0
1.0,all_rational__supermajority_r16,2,0.0,0.0,0.0,scorable_negotiation-moves_chat-43c694c876,P62,scorable_negotiation-L4-592a4f7b6d,4.0,1.0,4,0.0,Ember,0.0
1.0,all_rational__supermajority_r16,2,0.0,0.0,0.0,scorable_negotiation-moves_chat-56bcfa3590,P58,scorable_negotiation-L4-b9891ffb3e,4.0,1.0,2,1.0,Blake,0.0
1.0,all_rational__supermajority_r16,3,0.0,0.0,0.0,scorable_negotiation-moves_chat-66c331bfa6,P53,scorable_negotiation-L4-05f715c1e6,4.0,2.0,4,0.0,Devon;Ember,0.0
0.0,all_rational__supermajority_r16,4,1.0,0.0,0.0,scorable_negotiation-moves_chat-6e44b048c4,P54,scorable_negotiation-L4-b9891ffb3e,1.0,0.0,4,1.0,,1.0
0.0,all_rational__supermajority_r16,3,0.0,0.0,0.0,scorable_negotiation-moves_chat-76e3ead016,P52,scorable_negotiation-L4-592a4f7b6d,4.0,0.0,0,1.0,,0.0
0.0,all_rational__supermajority_r16,4,1.0,0.0,0.0,scorable_negotiation-moves_chat-8bf08d2520,P65,scorable_negotiation-L4-05f715c1e6,4.0,0.0,2,1.0,,1.0
1.0,all_rational__supermajority_r16,3,0.0,0.0,0.0,scorable_negotiation-moves_chat-9716b764e6,P49,scorable_negotiation-L4-592a4f7b6d,4.0,1.0,1,1.0,Blake,0.0
0.0,all_rational__supermajority_r16,3,0.0,0.0,0.0,scorable_negotiation-moves_chat-a89f94386e,P69,scorable_negotiation-L4-35d9e3e112,4.0,0.0,1,0.0,,0.0
0.0,all_rational__supermajority_r16,4,1.0,0.0,0.0,scorable_negotiation-moves_chat-caa4ebc54e,P69,scorable_negotiation-L4-35d9e3e112,2.0,0.0,0,1.0,,1.0
0.0,all_rational__supermajority_r16,3,0.0,0.0,0.0,scorable_negotiation-moves_chat-e3fbe7b5d9,P66,scorable_negotiation-L4-05f715c1e6,4.0,0.0,0,1.0,,0.0
0.0,all_rational__supermajority_r16,3,0.0,0.0,0.0,scorable_negotiation-moves_chat-e8338ce7b9,P69,scorable_negotiation-L4-35d9e3e112,4.0,0.0,4,1.0,,0.0
1.0,all_rational__supermajority_r16,4,0.0,0.0,1.0,scorable_negotiation-moves_chat-e9878ca7dc,P55,scorable_negotiation-L4-b9891ffb3e,4.0,2.0,3,0.0,Casey;Devon,0.0
0.0,all_rational__supermajority_r16,2,0.0,0.0,0.0,scorable_negotiation-moves_chat-ea047c825d,P55,scorable_negotiation-L4-b9891ffb3e,4.0,0.0,0,1.0,,0.0
1.0,all_rational__supermajority_r16,3,0.0,0.0,0.0,scorable_negotiation-moves_chat-ea1acef221,P65,scorable_negotiation-L4-05f715c1e6,4.0,1.0,1,1.0,Blake,0.0
0.0,all_rational__supermajority_r16,2,0.0,0.0,0.0,scorable_negotiation-moves_chat-ed02342b13,P57,scorable_negotiation-L4-592a4f7b6d,4.0,0.0,3,0.0,,0.0
0.0,all_rational__supermajority_r16,5,1.0,0.0,0.0,scorable_negotiation-moves_chat-f5bb35c7f8,P52,scorable_negotiation-L4-b9891ffb3e,4.0,0.0,1,1.0,,1.0
0.0,all_rational__supermajority_r4,2,0.0,0.0,0.0,scorable_negotiation-moves_chat-023259ec00,P13,scorable_negotiation-L0-5b80bb74c6,4.0,0.0,4,0.0,,0.0
0.0,all_rational__supermajority_r4,4,1.0,0.0,0.0,scorable_negotiation-moves_chat-0c02fc7230,P14,scorable_negotiation-L0-5b80bb74c6,4.0,0.0,2,1.0,,1.0
0.0,all_rational__supermajority_r4,4,1.0,0.0,0.0,scorable_negotiation-moves_chat-2c9ccbc9b2,P13,scorable_negotiation-L0-db777d04d1,4.0,0.0,0,1.0,,1.0
0.0,all_rational__supermajority_r4,4,1.0,0.0,0.0,scorable_negotiation-moves_chat-3019752912,P9,scorable_negotiation-L0-86d39f433e,2.0,0.0,4,1.0,,1.0
0.0,all_rational__supermajority_r4,4,1.0,0.0,0.0,scorable_negotiation-moves_chat-46e4facbef,P11,scorable_negotiation-L0-db777d04d1,2.0,0.0,4,1.0,,1.0
1.0,all_rational__supermajority_r4,3,0.0,0.0,0.0,scorable_negotiation-moves_chat-61b5de708b,P15,scorable_negotiation-L0-44925c2d5b,4.0,2.0,1,0.0,Casey;Ember,0.0
0.0,all_rational__supermajority_r4,5,1.0,0.0,0.0,scorable_negotiation-moves_chat-850b78d9a4,P9,scorable_negotiation-L0-033f0874d5,4.0,0.0,3,1.0,,1.0
0.0,all_rational__supermajority_r4,4,1.0,0.0,0.0,scorable_negotiation-moves_chat-9060d555d3,P13,scorable_negotiation-L0-5b80bb74c6,3.0,0.0,1,1.0,,1.0
1.0,all_rational__supermajority_r4,3,0.0,0.0,0.0,scorable_negotiation-moves_chat-970f4cba6e,P15,scorable_negotiation-L0-44925c2d5b,4.0,1.0,0,0.0,Casey,0.0
0.0,all_rational__supermajority_r4,3,0.0,0.0,0.0,scorable_negotiation-moves_chat-9cf80ac500,P16,scorable_negotiation-L0-44925c2d5b,4.0,0.0,4,1.0,,0.0
1.0,all_rational__supermajority_r4,3,0.0,0.0,0.0,scorable_negotiation-moves_chat-b36cf79e58,P17,scorable_negotiation-L0-44925c2d5b,4.0,1.0,2,1.0,Avery,0.0
1.0,all_rational__supermajority_r4,4,0.0,0.0,1.0,scorable_negotiation-moves_chat-bd64067d09,P12,scorable_negotiation-L0-5b80bb74c6,4.0,2.0,0,0.0,Casey;Devon,0.0
0.0,all_rational__supermajority_r4,4,0.0,0.0,0.0,scorable_negotiation-moves_chat-cdf61d6c1c,P10,scorable_negotiation-L0-5b80bb74c6,4.0,0.0,3,0.0,,0.0
1.0,all_rational__supermajority_r4,4,0.0,0.0,1.0,scorable_negotiation-moves_chat-d4c4cebd0d,P11,scorable_negotiation-L0-86d39f433e,4.0,2.0,0,0.0,Casey;Devon,0.0
1.0,all_rational__supermajority_r4,2,0.0,0.0,0.0,scorable_negotiation-moves_chat-dcf20b7f9a,P11,scorable_negotiation-L0-86d39f433e,4.0,1.0,1,0.0,Ember,0.0
0.0,all_rational__supermajority_r4,4,1.0,0.0,0.0,scorable_negotiation-moves_chat-e4abdcbfa9,P11,scorable_negotiation-L0-033f0874d5,4.0,0.0,1,1.0,,1.0
0.0,all_rational__supermajority_r4,4,1.0,0.0,0.0,scorable_negotiation-moves_chat-fd1bb32ad5,P11,scorable_negotiation-L0-033f0874d5,4.0,0.0,2,1.0,,1.0
0.0,all_rational__supermajority_r4,4,1.0,0.0,0.0,scorable_negotiation-moves_chat-fdebf9802b,P14,scorable_negotiation-L0-db777d04d1,3.0,0.0,2,1.0,,1.0
0.0,all_rational__supermajority_r4,4,1.0,0.0,0.0,scorable_negotiation-moves_chat-fee3061e23,P11,scorable_negotiation-L0-033f0874d5,3.0,0.0,4,1.0,,1.0
0.0,all_rational__supermajority_r4,4,1.0,0.0,0.0,scorable_negotiation-moves_chat-07f9d9aba9,P11,scorable_negotiation-L1-6f6151e1d5,4.0,0.0,1,1.0,,1.0
0.0,all_rational__supermajority_r4,4,1.0,0.0,0.0,scorable_negotiation-moves_chat-1a90151deb,P16,scorable_negotiation-L1-a9e4838c4c,1.0,0.0,2,1.0,,1.0
0.0,all_rational__supermajority_r4,5,1.0,0.0,0.0,scorable_negotiation-moves_chat-2067a39803,P11,scorable_negotiation-L1-b3fd37949a,4.0,0.0,3,1.0,,1.0
1.0,all_rational__supermajority_r4,3,0.0,0.0,0.0,scorable_negotiation-moves_chat-2418435607,P17,scorable_negotiation-L1-6e5961e973,4.0,2.0,1,0.0,Casey;Devon,0.0
0.0,all_rational__supermajority_r4,4,1.0,0.0,0.0,scorable_negotiation-moves_chat-2bb7e16d92,P16,scorable_negotiation-L1-a9e4838c4c,4.0,0.0,4,1.0,,1.0
0.0,all_rational__supermajority_r4,4,0.0,0.0,0.0,scorable_negotiation-moves_chat-2e0cec919e,P17,scorable_negotiation-L1-6e5961e973,4.0,0.0,3,0.0,,0.0
0.0,all_rational__supermajority_r4,4,1.0,0.0,0.0,scorable_negotiation-moves_chat-2e99f03263,P15,scorable_negotiation-L1-1381dc04db,4.0,0.0,1,1.0,,1.0
0.0,all_rational__supermajority_r4,4,1.0,0.0,0.0,scorable_negotiation-moves_chat-350660c87a,P16,scorable_negotiation-L1-b3fd37949a,4.0,0.0,0,1.0,,1.0
0.0,all_rational__supermajority_r4,4,1.0,0.0,0.0,scorable_negotiation-moves_chat-3865cd4170,P16,scorable_negotiation-L1-1381dc04db,3.0,0.0,0,1.0,,1.0
0.0,all_rational__supermajority_r4,3,0.0,0.0,0.0,scorable_negotiation-moves_chat-3ae693e79c,P16,scorable_negotiation-L1-a9e4838c4c,4.0,0.0,1,1.0,,0.0
0.0,all_rational__supermajority_r4,3,0.0,0.0,0.0,scorable_negotiation-moves_chat-478b183b96,P12,scorable_negotiation-L1-1381dc04db,4.0,0.0,2,1.0,,0.0
0.0,all_rational__supermajority_r4,4,1.0,0.0,0.0,scorable_negotiation-moves_chat-4f134df8ed,P18,scorable_negotiation-L1-b3fd37949a,2.0,0.0,2,1.0,,1.0
1.0,all_rational__supermajority_r4,3,0.0,0.0,0.0,scorable_negotiation-moves_chat-5525953988,P13,scorable_negotiation-L1-1381dc04db,4.0,2.0,4,1.0,Blake;Casey,0.0
0.0,all_rational__supermajority_r4,5,1.0,0.0,0.0,scorable_negotiation-moves_chat-55fa3988f4,P16,scorable_negotiation-L1-a9e4838c4c,4.0,0.0,3,1.0,,1.0
1.0,all_rational__supermajority_r4,2,0.0,0.0,0.0,scorable_negotiation-moves_chat-5656cc2999,P18,scorable_negotiation-L1-6e5961e973,4.0,1.0,2,1.0,Ember,0.0
0.0,all_rational__supermajority_r4,4,1.0,0.0,0.0,scorable_negotiation-moves_chat-583d80e093,P13,scorable_negotiation-L1-6f6151e1d5,4.0,0.0,2,1.0,,1.0
0.0,all_rational__supermajority_r4,2,0.0,0.0,0.0,scorable_negotiation-moves_chat-6290c9fe1a,P16,scorable_negotiation-L1-6e5961e973,4.0,0.0,0,1.0,,0.0
0.0,all_rational__supermajority_r4,4,1.0,0.0,0.0,scorable_negotiation-moves_chat-72c7dbe2e5,P14,scorable_negotiation-L1-1381dc04db,4.0,0.0,3,1.0,,1.0
0.0,all_rational__supermajority_r4,4,1.0,0.0,0.0,scorable_negotiation-moves_chat-7a06758052,P11,scorable_negotiation-L1-6f6151e1d5,4.0,0.0,3,1.0,,1.0
0.0,all_rational__supermajority_r4,4,1.0,0.0,0.0,scorable_negotiation-moves_chat-80423d32d8,P14,scorable_negotiation-L1-6e5961e973,3.0,0.0,4,1.0,,1.0
0.0,all_rational__supermajority_r4,4,1.0,0.0,0.0,scorable_negotiation-moves_chat-8c5966da7d,P13,scorable_negotiation-L1-a9e4838c4c,4.0,0.0,0,1.0,,1.0
0.0,all_rational__supermajority_r4,4,1.0,0.0,0.0,scorable_negotiation-moves_chat-9e9f646729,P12,scorable_negotiation-L1-6f6151e1d5,3.0,0.0,0,1.0,,1.0
0.0,all_rational__supermajority_r4,4,1.0,0.0,0.0,scorable_negotiation-moves_chat-e6b87906d1,P13,scorable_negotiation-L1-6f6151e1d5,3.0,0.0,4,1.0,,1.0
0.0,all_rational__supermajority_r4,4,1.0,0.0,0.0,scorable_negotiation-moves_chat-13d1f0244c,P15,scorable_negotiation-L2-cd5957683b,4.0,0.0,4,1.0,,1.0
1.0,all_rational__supermajority_r4,2,0.0,0.0,0.0,scorable_negotiation-moves_chat-14fe21390b,P17,scorable_negotiation-L2-5edb2fff08,4.0,1.0,0,0.0,Casey,0.0
1.0,all_rational__supermajority_r4,3,0.0,0.0,0.0,scorable_negotiation-moves_chat-17f8e59ac3,P15,scorable_negotiation-L2-5edb2fff08,4.0,1.0,2,1.0,Avery,0.0
0.0,all_rational__supermajority_r4,3,0.0,0.0,0.0,scorable_negotiation-moves_chat-2d62cfe7c4,P15,scorable_negotiation-L2-5edb2fff08,4.0,0.0,1,1.0,,0.0
1.0,all_rational__supermajority_r4,2,0.0,0.0,0.0,scorable_negotiation-moves_chat-2f2a644faa,P12,scorable_negotiation-L2-f3366df5c2,4.0,1.0,1,0.0,Devon,0.0
0.0,all_rational__supermajority_r4,4,1.0,0.0,0.0,scorable_negotiation-moves_chat-34ea11b794,P15,scorable_negotiation-L2-cd5957683b,3.0,0.0,0,1.0,,1.0
1.0,all_rational__supermajority_r4,2,0.0,0.0,0.0,scorable_negotiation-moves_chat-386cf3437f,P14,scorable_negotiation-L2-c07670b4c3,4.0,1.0,1,0.0,Ember,0.0
0.0,all_rational__supermajority_r4,2,0.0,0.0,0.0,scorable_negotiation-moves_chat-3ffa605850,P15,scorable_negotiation-L2-c07670b4c3,4.0,0.0,2,1.0,,0.0
0.0,all_rational__supermajority_r4,4,1.0,0.0,0.0,scorable_negotiation-moves_chat-4db94bdd84,P14,scorable_negotiation-L2-107032bc27,3.0,0.0,2,1.0,,1.0
1.0,all_rational__supermajority_r4,3,0.0,0.0,0.0,scorable_negotiation-moves_chat-53b9f8536a,P11,scorable_negotiation-L2-f3366df5c2,4.0,2.0,4,1.0,Blake;Casey,0.0
0.0,all_rational__supermajority_r4,3,0.0,0.0,0.0,scorable_negotiation-moves_chat-642fc26a1b,P17,scorable_negotiation-L2-5edb2fff08,4.0,0.0,4,1.0,,0.0
0.0,all_rational__supermajority_r4,2,0.0,0.0,0.0,scorable_negotiation-moves_chat-72557da57c,P12,scorable_negotiation-L2-f3366df5c2,4.0,0.0,0,0.0,,0.0
0.0,all_rational__supermajority_r4,4,1.0,0.0,0.0,scorable_negotiation-moves_chat-89f797ac88,P17,scorable_negotiation-L2-cd5957683b,4.0,0.0,3,1.0,,1.0
0.0,all_rational__supermajority_r4,3,0.0,0.0,0.0,scorable_negotiation-moves_chat-8bcd45bc10,P12,scorable_negotiation-L2-f3366df5c2,4.0,0.0,2,1.0,,0.0
1.0,all_rational__supermajority_r4,3,0.0,0.0,0.0,scorable_negotiation-moves_chat-95291bad79,P12,scorable_negotiation-L2-f3366df5c2,4.0,1.0,3,1.0,Blake,0.0
0.0,all_rational__supermajority_r4,2,0.0,0.0,0.0,scorable_negotiation-moves_chat-af670c6fbf,P17,scorable_negotiation-L2-5edb2fff08,4.0,0.0,3,0.0,,0.0
1.0,all_rational__supermajority_r4,3,0.0,0.0,0.0,scorable_negotiation-moves_chat-b1575f4612,P14,scorable_negotiation-L2-c07670b4c3,4.0,1.0,0,0.0,Casey,0.0
1.0,all_rational__supermajority_r4,4,0.0,0.0,1.0,scorable_negotiation-moves_chat-b70d42a965,P13,scorable_negotiation-L2-107032bc27,4.0,2.0,0,0.0,Casey;Devon,0.0
0.0,all_rational__supermajority_r4,4,1.0,0.0,0.0,scorable_negotiation-moves_chat-c3c36e1a37,P13,scorable_negotiation-L2-cd5957683b,4.0,0.0,2,1.0,,1.0
0.0,all_rational__supermajority_r4,4,0.0,0.0,0.0,scorable_negotiation-moves_chat-c3ca0e0288,P13,scorable_negotiation-L2-107032bc27,4.0,0.0,3,0.0,,0.0
0.0,all_rational__supermajority_r4,4,1.0,0.0,0.0,scorable_negotiation-moves_chat-ce4ef00bc2,P13,scorable_negotiation-L2-cd5957683b,2.0,0.0,1,1.0,,1.0
1.0,all_rational__supermajority_r4,4,0.0,0.0,1.0,scorable_negotiation-moves_chat-d0dc434a0a,P13,scorable_negotiation-L2-107032bc27,4.0,1.0,4,0.0,Casey,0.0
0.0,all_rational__supermajority_r4,5,1.0,0.0,0.0,scorable_negotiation-moves_chat-f3bb6312f0,P14,scorable_negotiation-L2-c07670b4c3,4.0,0.0,3,1.0,,1.0
0.0,all_rational__supermajority_r4,4,1.0,0.0,0.0,scorable_negotiation-moves_chat-fba32ebcce,P14,scorable_negotiation-L2-c07670b4c3,4.0,0.0,4,1.0,,1.0
0.0,all_rational__supermajority_r4,5,1.0,0.0,0.0,scorable_negotiation-moves_chat-0914948321,P15,scorable_negotiation-L3-901198dd46,4.0,0.0,3,1.0,,1.0
0.0,all_rational__supermajority_r4,3,0.0,0.0,0.0,scorable_negotiation-moves_chat-0ae1a28ee4,P16,scorable_negotiation-L3-78a36182a2,4.0,0.0,3,0.0,,0.0
1.0,all_rational__supermajority_r4,3,0.0,0.0,0.0,scorable_negotiation-moves_chat-1c5f15901f,P16,scorable_negotiation-L3-901198dd46,4.0,2.0,2,1.0,Avery;Ember,0.0
1.0,all_rational__supermajority_r4,2,0.0,0.0,0.0,scorable_negotiation-moves_chat-20138b540d,P17,scorable_negotiation-L3-78a36182a2,4.0,1.0,2,1.0,Ember,0.0
0.0,all_rational__supermajority_r4,4,1.0,0.0,0.0,scorable_negotiation-moves_chat-2c448ce707,P16,scorable_negotiation-L3-901198dd46,3.0,0.0,1,1.0,,1.0
0.0,all_rational__supermajority_r4,4,1.0,0.0,0.0,scorable_negotiation-moves_chat-386fe8e500,P10,scorable_negotiation-L3-09d8108a8f,4.0,0.0,1,1.0,,1.0
0.0,all_rational__supermajority_r4,4,1.0,0.0,0.0,scorable_negotiation-moves_chat-46d9e4439e,P14,scorable_negotiation-L3-8e55401ea3,3.0,0.0,4,1.0,,1.0
1.0,all_rational__supermajority_r4,3,0.0,0.0,0.0,scorable_negotiation-moves_chat-485c939abb,P16,scorable_negotiation-L3-81f699e3fe,4.0,1.0,3,1.0,Blake,0.0
1.0,all_rational__supermajority_r4,4,0.0,0.0,1.0,scorable_negotiation-moves_chat-4c6d345f00,P12,scorable_negotiation-L3-8e55401ea3,4.0,2.0,0,0.0,Casey;Devon,0.0
0.0,all_rational__supermajority_r4,4,1.0,0.0,0.0,scorable_negotiation-moves_chat-59756f8c4d,P15,scorable_negotiation-L3-81f699e3fe,4.0,0.0,2,1.0,,1.0
0.0,all_rational__supermajority_r4,3,0.0,0.0,0.0,scorable_negotiation-moves_chat-59c724768d,P15,scorable_negotiation-L3-81f699e3fe,4.0,0.0,0,1.0,,0.0
0.0,all_rational__supermajority_r4,4,1.0,0.0,0.0,scorable_negotiation-moves_chat-6d5a221e40,P12,scorable_negotiation-L3-09d8108a8f,3.0,0.0,4,1.0,,1.0
1.0,all_rational__supermajority_r4,2,0.0,0.0,0.0,scorable_negotiation-moves_chat-75f03e2940,P14,scorable_negotiation-L3-81f699e3fe,4.0,1.0,1,0.0,Ember,0.0
0.0,all_rational__supermajority_r4,3,0.0,0.0,0.0,scorable_negotiation-moves_chat-897bb95b01,P12,scorable_negotiation-L3-09d8108a8f,4.0,0.0,2,1.0,,0.0
0.0,all_rational__supermajority_r4,3,0.0,0.0,0.0,scorable_negotiation-moves_chat-9ecaea6088,P15,scorable_negotiation-L3-901198dd46,4.0,0.0,0,1.0,,0.0
0.0,all_rational__supermajority_r4,4,0.0,0.0,0.0,scorable_negotiation-moves_chat-a32bcd3df7,P11,scorable_negotiation-L3-8e55401ea3,4.0,0.0,3,0.0,,0.0
1.0,all_rational__supermajority_r4,4,0.0,0.0,1.0,scorable_negotiation-moves_chat-a5a8e942a9,P16,scorable_negotiation-L3-78a36182a2,4.0,1.0,4,0.0,Casey,0.0
1.0,all_rational__supermajority_r4,3,0.0,0.0,0.0,scorable_negotiation-moves_chat-a5ec79424d,P17,scorable_negotiation-L3-78a36182a2,4.0,2.0,1,0.0,Casey;Devon,0.0
1.0,all_rational__supermajority_r4,4,0.0,0.0,1.0,scorable_negotiation-moves_chat-ac9f6f91bb,P9,scorable_negotiation-L3-8e55401ea3,4.0,3.0,1,0.0,Casey;Devon;Ember,0.0
1.0,all_rational__supermajority_r4,4,0.0,0.0,1.0,scorable_negotiation-moves_chat-b3be87f55d,P14,scorable_negotiation-L3-78a36182a2,4.0,2.0,0,0.0,Casey;Devon,0.0
0.0,all_rational__supermajority_r4,4,1.0,0.0,0.0,scorable_negotiation-moves_chat-ba2f3ab9f1,P13,scorable_negotiation-L3-81f699e3fe,4.0,0.0,4,1.0,,1.0
0.0,all_rational__supermajority_r4,4,1.0,0.0,0.0,scorable_negotiation-moves_chat-cb85cca3d8,P13,scorable_negotiation-L3-901198dd46,3.0,0.0,4,1.0,,1.0
0.0,all_rational__supermajority_r4,4,1.0,0.0,0.0,scorable_negotiation-moves_chat-eeb892bc6e,P11,scorable_negotiation-L3-8e55401ea3,4.0,0.0,2,1.0,,1.0
0.0,all_rational__supermajority_r4,3,0.0,0.0,0.0,scorable_negotiation-moves_chat-0eb32b2a3e,P14,scorable_negotiation-L4-592a4f7b6d,4.0,0.0,2,1.0,,0.0
0.0,all_rational__supermajority_r4,4,1.0,0.0,0.0,scorable_negotiation-moves_chat-106a374f17,P16,scorable_negotiation-L4-35d9e3e112,3.0,0.0,2,1.0,,1.0
1.0,all_rational__supermajority_r4,3,0.0,0.0,0.0,scorable_negotiation-moves_chat-168fa7c30a,P14,scorable_negotiation-L4-05f715c1e6,4.0,2.0,1,0.0,Devon;Ember,0.0
1.0,all_rational__supermajority_r4,3,0.0,0.0,0.0,scorable_negotiation-moves_chat-1eeca034b2,P16,scorable_negotiation-L4-05f715c1e6,4.0,2.0,4,1.0,Blake;Casey,0.0
0.0,all_rational__supermajority_r4,3,0.0,0.0,0.0,scorable_negotiation-moves_chat-38e62c34b8,P15,scorable_negotiation-L4-05f715c1e6,4.0,0.0,2,1.0,,0.0
1.0,all_rational__supermajority_r4,3,0.0,0.0,0.0,scorable_negotiation-moves_chat-43b94d2fe3,P14,scorable_negotiation-L4-05f715c1e6,4.0,1.0,3,1.0,Blake,0.0
1.0,all_rational__supermajority_r4,3,0.0,0.0,0.0,scorable_negotiation-moves_chat-71a66817d0,P13,scorable_negotiation-L4-592a4f7b6d,4.0,2.0,1,0.0,Devon;Ember,0.0
0.0,all_rational__supermajority_r4,4,1.0,0.0,0.0,scorable_negotiation-moves_chat-7a4a5f13a8,P18,scorable_negotiation-L4-35d9e3e112,4.0,0.0,0,1.0,,1.0
0.0,all_rational__supermajority_r4,3,0.0,0.0,0.0,scorable_negotiation-moves_chat-872ae0c618,P18,scorable_negotiation-L4-35d9e3e112,4.0,0.0,4,1.0,,0.0
1.0,all_rational__supermajority_r4,2,0.0,0.0,0.0,scorable_negotiation-moves_chat-8e34609e9a,P15,scorable_negotiation-L4-b9891ffb3e,4.0,1.0,4,1.0,Blake,0.0
1.0,all_rational__supermajority_r4,3,0.0,0.0,0.0,scorable_negotiation-moves_chat-957222c224,P14,scorable_negotiation-L4-b9891ffb3e,4.0,2.0,1,0.0,Casey;Ember,0.0
1.0,all_rational__supermajority_r4,3,0.0,0.0,0.0,scorable_negotiation-moves_chat-9a10d8adfa,P14,scorable_negotiation-L4-592a4f7b6d,4.0,1.0,3,1.0,Blake,0.0
0.0,all_rational__supermajority_r4,4,1.0,0.0,0.0,scorable_negotiation-moves_chat-a681736d3a,P15,scorable_negotiation-L4-592a4f7b6d,3.0,0.0,4,1.0,,1.0
0.0,all_rational__supermajority_r4,2,0.0,0.0,0.0,scorable_negotiation-moves_chat-a6fbf103f3,P14,scorable_negotiation-L4-592a4f7b6d,4.0,0.0,0,0.0,,0.0
0.0,all_rational__supermajority_r4,5,1.0,0.0,0.0,scorable_negotiation-moves_chat-a76ca3e7e6,P16,scorable_negotiation-L4-b9891ffb3e,4.0,0.0,3,1.0,,1.0
0.0,all_rational__supermajority_r4,3,0.0,0.0,0.0,scorable_negotiation-moves_chat-b81a65d6af,P16,scorable_negotiation-L4-35d9e3e112,4.0,0.0,1,1.0,,0.0
0.0,all_rational__supermajority_r4,2,0.0,0.0,0.0,scorable_negotiation-moves_chat-c0217f1ef5,P16,scorable_negotiation-L4-b9891ffb3e,4.0,0.0,2,1.0,,0.0
0.0,all_rational__supermajority_r4,3,0.0,0.0,0.0,scorable_negotiation-moves_chat-ebf09d2978,P16,scorable_negotiation-L4-35d9e3e112,4.0,0.0,3,0.0,,0.0
1.0,all_rational__supermajority_r4,3,0.0,0.0,0.0,scorable_negotiation-moves_chat-f3f99acb82,P14,scorable_negotiation-L4-05f715c1e6,4.0,1.0,0,0.0,Devon,0.0
0.0,all_rational__supermajority_r4,4,1.0,0.0,0.0,scorable_negotiation-moves_chat-f8e74f15dd,P14,scorable_negotiation-L4-b9891ffb3e,2.0,0.0,0,1.0,,1.0
1.0,all_rational__unanimity_r16,4,0.0,0.0,0.0,scorable_negotiation-moves_chat-01d0d4e3d8,P72,scorable_negotiation-L0-5b80bb74c6,4.0,2.0,1,1.0,Avery;Blake,0.0
