arm,episode_id,episode_seed,ever_accepts_seed,first_move_accepts_seed,instance_id,logical_table,protocol_variant,seat,seat_index,seeded_offer,z
all_oracle__ceiling_vote,scorable_negotiation-moves_chat-4dcf11531f,2,1.0,1.0,scorable_negotiation-L1-282034699c,all_oracle,vote,Casey,2,ceiling,0.170213
all_oracle__ceiling_vote,scorable_negotiation-moves_chat-4dcf11531f,2,1.0,1.0,scorable_negotiation-L1-282034699c,all_oracle,vote,Devon,3,ceiling,0.537736
all_oracle__ceiling_vote,scorable_negotiation-moves_chat-4dcf11531f,2,1.0,1.0,scorable_negotiation-L1-282034699c,all_oracle,vote,Ember,4,ceiling,1.0
all_oracle__ceiling_vote,scorable_negotiation-moves_chat-539c8804b0,1,1.0,1.0,scorable_negotiation-L1-996daa4124,all_oracle,vote,Avery,0,ceiling,0.584
all_oracle__ceiling_vote,scorable_negotiation-moves_chat-539c8804b0,1,1.0,1.0,scorable_negotiation-L1-996daa4124,all_oracle,vote,Blake,1,ceiling,0.653333
all_oracle__ceiling_vote,scorable_negotiation-moves_chat-539c8804b0,1,1.0,1.0,scorable_negotiation-L1-996daa4124,all_oracle,vote,Casey,2,ceiling,0.356322
all_oracle__ceiling_vote,scorable_negotiation-moves_chat-539c8804b0,1,1.0,1.0,scorable_negotiation-L1-996daa4124,all_oracle,vote,Devon,3,ceiling,0.806452
all_oracle__ceiling_vote,scorable_negotiation-moves_chat-539c8804b0,1,1.0,1.0,scorable_negotiation-L1-996daa4124,all_oracle,vote,Ember,4,ceiling,0.242424
all_oracle__ceiling_vote,scorable_negotiation-moves_chat-69582081d9,3,1.0,1.0,scorable_negotiation-L1-a9097927ce,all_oracle,vote,Avery,0,ceiling,1.0
all_oracle__ceiling_vote,scorable_negotiation-moves_chat-69582081d9,3,1.0,1.0,scorable_negotiation-L1-a9097927ce,all_oracle,vote,Blake,1,ceiling,0.438462
all_oracle__ceiling_vote,scorable_negotiation-moves_chat-69582081d9,3,1.0,1.0,scorable_negotiation-L1-a9097927ce,all_oracle,vote,Casey,2,ceiling,0.0
all_oracle__ceiling_vote,scorable_negotiation-moves_chat-69582081d9,3,1.0,1.0,scorable_negotiation-L1-a9097927ce,all_oracle,vote,Devon,3,ceiling,1.0
all_oracle__ceiling_vote,scorable_negotiation-moves_chat-69582081d9,3,1.0,1.0,scorable_negotiation-L1-a9097927ce,all_oracle,vote,Ember,4,ceiling,0.852273
all_oracle__ceiling_vote,scorable_negotiation-moves_chat-6c2c2f7524,4,1.0,1.0,scorable_negotiation-L1-282034699c,all_oracle,vote,Avery,0,ceiling,0.360465
all_oracle__ceiling_vote,scorable_negotiation-moves_chat-6c2c2f7524,4,1.0,1.0,scorable_negotiation-L1-282034699c,all_oracle,vote,Blake,1,ceiling,1.0
all_oracle__ceiling_vote,scorable_negotiation-moves_chat-6c2c2f7524,4,1.0,1.0,scorable_negotiation-L1-282034699c,all_oracle,vote,Casey,2,ceiling,0.170213
all_oracle__ceiling_vote,scorable_negotiation-moves_chat-6c2c2f7524,4,1.0,1.0,scorable_negotiation-L1-282034699c,all_oracle,vote,Devon,3,ceiling,0.537736
all_oracle__ceiling_vote,scorable_negotiation-moves_chat-6c2c2f7524,4,1.0,1.0,scorable_negotiation-L1-282034699c,all_oracle,vote,Ember,4,ceiling,1.0
all_oracle__ceiling_vote,scorable_negotiation-moves_chat-81b98b153d,4,1.0,1.0,scorable_negotiation-L1-996daa4124,all_oracle,vote,Avery,0,ceiling,0.584
all_oracle__ceiling_vote,scorable_negotiation-moves_chat-81b98b153d,4,1.0,1.0,scorable_negotiation-L1-996daa4124,all_oracle,vote,Blake,1,ceiling,0.653333
all_oracle__ceiling_vote,scorable_negotiation-moves_chat-81b98b153d,4,1.0,1.0,scorable_negotiation-L1-996daa4124,all_oracle,vote,Casey,2,ceiling,0.356322
all_oracle__ceiling_vote,scorable_negotiation-moves_chat-81b98b153d,4,1.0,1.0,scorable_negotiation-L1-996daa4124,all_oracle,vote,Devon,3,ceiling,0.806452
all_oracle__ceiling_vote,scorable_negotiation-moves_chat-81b98b153d,4,1.0,1.0,scorable_negotiation-L1-996daa4124,all_oracle,vote,Ember,4,ceiling,0.242424
all_oracle__ceiling_vote,scorable_negotiation-moves_chat-82be4504ae,0,1.0,1.0,scorable_negotiation-L1-282034699c,all_oracle,vote,Avery,0,ceiling,0.360465
all_oracle__ceiling_vote,scorable_negotiation-moves_chat-82be4504ae,0,1.0,1.0,scorable_negotiation-L1-282034699c,all_oracle,vote,Blake,1,ceiling,1.0
all_oracle__ceiling_vote,scorable_negotiation-moves_chat-82be4504ae,0,1.0,1.0,scorable_negotiation-L1-282034699c,all_oracle,vote,Casey,2,ceiling,0.170213
all_oracle__ceiling_vote,scorable_negotiation-moves_chat-82be4504ae,0,1.0,1.0,scorable_negotiation-L1-282034699c,all_oracle,vote,Devon,3,ceiling,0.537736
all_oracle__ceiling_vote,scorable_negotiation-moves_chat-82be4504ae,0,1.0,1.0,scorable_negotiation-L1-282034699c,all_oracle,vote,Ember,4,ceiling,1.0
all_oracle__ceiling_vote,scorable_negotiation-moves_chat-b8df32ff64,4,1.0,1.0,scorable_negotiation-L1-19dae4b672,all_oracle,vote,Avery,0,ceiling,0.286713
all_oracle__ceiling_vote,scorable_negotiation-moves_chat-b8df32ff64,4,1.0,1.0,scorable_negotiation-L1-19dae4b672,all_oracle,vote,Blake,1,ceiling,0.666667
all_oracle__ceiling_vote,scorable_negotiation-moves_chat-b8df32ff64,4,1.0,1.0,scorable_negotiation-L1-19dae4b672,all_oracle,vote,Casey,2,ceiling,0.5
all_oracle__ceiling_vote,scorable_negotiation-moves_chat-b8df32ff64,4,1.0,1.0,scorable_negotiation-L1-19dae4b672,all_oracle,vote,Devon,3,ceiling,0.709677
all_oracle__ceiling_vote,scorable_negotiation-moves_chat-b8df32ff64,4,1.0,1.0,scorable_negotiation-L1-19dae4b672,all_oracle,vote,Ember,4,ceiling,0.145161
all_oracle__ceiling_vote,scorable_negotiation-moves_chat-c2a958a9ce,4,1.0,1.0,scorable_negotiation-L1-a9097927ce,all_oracle,vote,Avery,0,ceiling,1.0
all_oracle__ceiling_vote,scorable_negotiation-moves_chat-c2a958a9ce,4,1.0,1.0,scorable_negotiation-L1-a9097927ce,all_oracle,vote,Blake,1,ceiling,0.438462
all_oracle__ceiling_vote,scorable_negotiation-moves_chat-c2a958a9ce,4,1.0,1.0,scorable_negotiation-L1-a9097927ce,all_oracle,vote,Casey,2,ceiling,0.0
all_oracle__ceiling_vote,scorable_negotiation-moves_chat-c2a958a9ce,4,1.0,1.0,scorable_negotiation-L1-a9097927ce,all_oracle,vote,Devon,3,ceiling,1.0
all_oracle__ceiling_vote,scorable_negotiation-moves_chat-c2a958a9ce,4,1.0,1.0,scorable_negotiation-L1-a9097927ce,all_oracle,vote,Ember,4,ceiling,0.852273
all_oracle__ceiling_vote,scorable_negotiation-moves_chat-d3903b67f5,2,1.0,1.0,scorable_negotiation-L1-996daa4124,all_oracle,vote,Avery,0,ceiling,0.584
all_oracle__ceiling_vote,scorable_negotiation-moves_chat-d3903b67f5,2,1.0,1.0,scorable_negotiation-L1-996daa4124,all_oracle,vote,Blake,1,ceiling,0.653333
all_oracle__ceiling_vote,scorable_negotiation-moves_chat-d3903b67f5,2,1.0,1.0,scorable_negotiation-L1-996daa4124,all_oracle,vote,Casey,2,ceiling,0.356322
all_oracle__ceiling_vote,scorable_negotiation-moves_chat-d3903b67f5,2,1.0,1.0,scorable_negotiation-L1-996daa4124,all_oracle,vote,Devon,3,ceiling,0.806452
all_oracle__ceiling_vote,scorable_negotiation-moves_chat-d3903b67f5,2,1.0,1.0,scorable_negotiation-L1-996daa4124,all_oracle,vote,Ember,4,ceiling,0.242424
all_oracle__ceiling_vote,scorable_negotiation-moves_chat-ea307e3075,0,1.0,1.0,scorable_negotiation-L1-19dae4b672,all_oracle,vote,Avery,0,ceiling,0.286713
all_oracle__ceiling_vote,scorable_negotiation-moves_chat-ea307e3075,0,1.0,1.0,scorable_negotiation-L1-19dae4b672,all_oracle,vote,Blake,1,ceiling,0.666667
all_oracle__ceiling_vote,scorable_negotiation-moves_chat-ea307e3075,0,1.0,1.0,scorable_negotiation-L1-19dae4b672,all_oracle,vote,Casey,2,ceiling,0.5
all_oracle__ceiling_vote,scorable_negotiation-moves_chat-ea307e3075,0,1.0,1.0,scorable_negotiation-L1-19dae4b672,all_oracle,vote,Devon,3,ceiling,0.709677
all_oracle__ceiling_vote,scorable_negotiation-moves_chat-ea307e3075,0,1.0,1.0,scorable_negotiation-L1-19dae4b672,all_oracle,vote,Ember,4,ceiling,0.145161
all_oracle__ceiling_vote,scorable_negotiation-moves_chat-f2b29e0c6c,3,1.0,1.0,scorable_negotiation-L1-282034699c,all_oracle,vote,Avery,0,ceiling,0.360465
all_oracle__ceiling_vote,scorable_negotiation-moves_chat-f2b29e0c6c,3,1.0,1.0,scorable_negotiation-L1-282034699c,all_oracle,vote,Blake,1,ceiling,1.0
all_oracle__ceiling_vote,scorable_negotiation-moves_chat-f2b29e0c6c,3,1.0,1.0,scorable_negotiation-L1-282034699c,all_oracle,vote,Casey,2,ceiling,0.170213
all_oracle__ceiling_vote,scorable_negotiation-moves_chat-f2b29e0c6c,3,1.0,1.0,scorable_negotiation-L1-282034699c,all_oracle,vote,Devon,3,ceiling,0.537736
all_oracle__ceiling_vote,scorable_negotiation-moves_chat-f2b29e0c6c,3,1.0,1.0,scorable_negotiation-L1-282034699c,all_oracle,vote,Ember,4,ceiling,1.0
all_oracle__ceiling_vote,scorable_negotiation-moves_chat-faa9845777,1,1.0,1.0,scorable_negotiation-L1-aabb4d986b,all_oracle,vote,Avery,0,ceiling,0.088608
all_oracle__ceiling_vote,scorable_negotiation-moves_chat-faa9845777,1,1.0,1.0,scorable_negotiation-L1-aabb4d986b,all_oracle,vote,Blake,1,ceiling,1.0
all_oracle__ceiling_vote,scorable_negotiation-moves_chat-faa9845777,1,1.0,1.0,scorable_negotiation-L1-aabb4d986b,all_oracle,vote,Casey,2,ceiling,0.485714
all_oracle__ceiling_vote,scorable_negotiation-moves_chat-faa9845777,1,1.0,1.0,scorable_negotiation-L1-aabb4d986b,all_oracle,vote,Devon,3,ceiling,0.775701
all_oracle__ceiling_vote,scorable_negotiation-moves_chat-faa9845777,1,1.0,1.0,scorable_negotiation-L1-aabb4d986b,all_oracle,vote,Ember,4,ceiling,1.0
all_oracle__ceiling_vote,scorable_negotiation-moves_chat-ff5172ede4,0,1.0,1.0,scorable_negotiation-L1-996daa4124,all_oracle,vote,Avery,0,ceiling,0.584
all_oracle__ceiling_vote,scorable_negotiation-moves_chat-ff5172ede4,0,1.0,1.0,scorable_negotiation-L1-996daa4124,all_oracle,vote,Blake,1,ceiling,0.653333
all_oracle__ceiling_vote,scorable_negotiation-moves_chat-ff5172ede4,0,1.0,1.0,scorable_negotiation-L1-996daa4124,all_oracle,vote,Casey,2,ceiling,0.356322
all_oracle__ceiling_vote,scorable_negotiation-moves_chat-ff5172ede4,0,1.0,1.0,scorable_negotiation-L1-996daa4124,all_oracle,vote,Devon,3,ceiling,0.806452
all_oracle__ceiling_vote,scorable_negotiation-moves_chat-ff5172ede4,0,1.0,1.0,scorable_negotiation-L1-996daa4124,all_oracle,vote,Ember,4,ceiling,0.242424
all_oracle__ceiling_vote,scorable_negotiation-moves_chat-085d9e193a,1,1.0,1.0,scorable_negotiation-L2-adac68f4ac,all_oracle,vote,Avery,0,ceiling,0.426966
all_oracle__ceiling_vote,scorable_negotiation-moves_chat-085d9e193a,1,1.0,1.0,scorable_negotiation-L2-adac68f4ac,all_oracle,vote,Blake,1,ceiling,0.304348
all_oracle__ceiling_vote,scorable_negotiation-moves_chat-085d9e193a,1,1.0,1.0,scorable_negotiation-L2-adac68f4ac,all_oracle,vote,Casey,2,ceiling,0.778947
all_oracle__ceiling_vote,scorable_negotiation-moves_chat-085d9e193a,1,1.0,1.0,scorable_negotiation-L2-adac68f4ac,all_oracle,vote,Devon,3,ceiling,0.511111
all_oracle__ceiling_vote,scorable_negotiation-moves_chat-085d9e193a,1,1.0,1.0,scorable_negotiation-L2-adac68f4ac,all_oracle,vote,Ember,4,ceiling,0.136842
all_oracle__ceiling_vote,scorable_negotiation-moves_chat-1aa53b2bfa,4,1.0,1.0,scorable_negotiation-L2-0aa50f7b83,all_oracle,vote,Avery,0,ceiling,0.795699
all_oracle__ceiling_vote,scorable_negotiation-moves_chat-1aa53b2bfa,4,1.0,1.0,scorable_negotiation-L2-0aa50f7b83,all_oracle,vote,Blake,1,ceiling,0.567164
all_oracle__ceiling_vote,scorable_negotiation-moves_chat-1aa53b2bfa,4,1.0,1.0,scorable_negotiation-L2-0aa50f7b83,all_oracle,vote,Casey,2,ceiling,0.504673
all_oracle__ceiling_vote,scorable_negotiation-moves_chat-1aa53b2bfa,4,1.0,1.0,scorable_negotiation-L2-0aa50f7b83,all_oracle,vote,Devon,3,ceiling,0.217687
all_oracle__ceiling_vote,scorable_negotiation-moves_chat-1aa53b2bfa,4,1.0,1.0,scorable_negotiation-L2-0aa50f7b83,all_oracle,vote,Ember,4,ceiling,0.306122
all_oracle__ceiling_vote,scorable_negotiation-moves_chat-1e5da2bbf2,3,1.0,1.0,scorable_negotiation-L2-1fc37540c8,all_oracle,vote,Avery,0,ceiling,0.491071
all_oracle__ceiling_vote,scorable_negotiation-moves_chat-1e5da2bbf2,3,1.0,1.0,scorable_negotiation-L2-1fc37540c8,all_oracle,vote,Blake,1,ceiling,0.48
all_oracle__ceiling_vote,scorable_negotiation-moves_chat-1e5da2bbf2,3,1.0,1.0,scorable_negotiation-L2-1fc37540c8,all_oracle,vote,Casey,2,ceiling,0.18
all_oracle__ceiling_vote,scorable_negotiation-moves_chat-1e5da2bbf2,3,1.0,1.0,scorable_negotiation-L2-1fc37540c8,all_oracle,vote,Devon,3,ceiling,0.567164
all_oracle__ceiling_vote,scorable_negotiation-moves_chat-1e5da2bbf2,3,1.0,1.0,scorable_negotiation-L2-1fc37540c8,all_oracle,vote,Ember,4,ceiling,0.433566
all_oracle__ceiling_vote,scorable_negotiation-moves_chat-1f039999eb,3,1.0,1.0,scorable_negotiation-L2-103cef6017,all_oracle,vote,Avery,0,ceiling,0.152174
all_oracle__ceiling_vote,scorable_negotiation-moves_chat-1f039999eb,3,1.0,1.0,scorable_negotiation-L2-103cef6017,all_oracle,vote,Blake,1,ceiling,0.483146
all_oracle__ceiling_vote,scorable_negotiation-moves_chat-1f039999eb,3,1.0,1.0,scorable_negotiation-L2-103cef6017,all_oracle,vote,Casey,2,ceiling,0.706522
all_oracle__ceiling_vote,scorable_negotiation-moves_chat-1f039999eb,3,1.0,1.0,scorable_negotiation-L2-103cef6017,all_oracle,vote,Devon,3,ceiling,0.5
all_oracle__ceiling_vote,scorable_negotiation-moves_chat-1f039999eb,3,1.0,1.0,scorable_negotiation-L2-103cef6017,all_oracle,vote,Ember,4,ceiling,0.528736
all_oracle__ceiling_vote,scorable_negotiation-moves_chat-2653dba2fb,0,1.0,1.0,scorable_negotiation-L2-0aa50f7b83,all_oracle,vote,Avery,0,ceiling,0.795699
all_oracle__ceiling_vote,scorable_negotiation-moves_chat-2653dba2fb,0,1.0,1.0,scorable_negotiation-L2-0aa50f7b83,all_oracle,vote,Blake,1,ceiling,0.567164
all_oracle__ceiling_vote,scorable_negotiation-moves_chat-2653dba2fb,0,1.0,1.0,scorable_negotiation-L2-0aa50f7b83,all_oracle,vote,Casey,2,ceiling,0.504673
all_oracle__ceiling_vote,scorable_negotiation-moves_chat-2653dba2fb,0,1.0,1.0,scorable_negotiation-L2-0aa50f7b83,all_oracle,vote,Devon,3,ceiling,0.217687
all_oracle__ceiling_vote,scorable_negotiation-moves_chat-2653dba2fb,0,1.0,1.0,scorable_negotiation-L2-0aa50f7b83,all_oracle,vote,Ember,4,ceiling,0.306122
all_oracle__ceiling_vote,scorable_negotiation-moves_chat-356940ad08,3,1.0,1.0,scorable_negotiation-L2-0aa50f7b83,all_oracle,vote,Avery,0,ceiling,0.795699
all_oracle__ceiling_vote,scorable_negotiation-moves_chat-356940ad08,3,1.0,1.0,scorable_negotiation-L2-0aa50f7b83,all_oracle,vote,Blake,1,ceiling,0.567164
all_oracle__ceiling_vote,scorable_negotiation-moves_chat-356940ad08,3,1.0,1.0,scorable_negotiation-L2-0aa50f7b83,all_oracle,vote,Casey,2,ceiling,0.504673
all_oracle__ceiling_vote,scorable_negotiation-moves_chat-356940ad08,3,1.0,1.0,scorable_negotiation-L2-0aa50f7b83,all_oracle,vote,Devon,3,ceiling,0.217687
all_oracle__ceiling_vote,scorable_negotiation-moves_chat-356940ad08,3,1.0,1.0,scorable_negotiation-L2-0aa50f7b83,all_oracle,vote,Ember,4,ceiling,0.306122
all_oracle__ceiling_vote,scorable_negotiation-moves_chat-4e64411fe9,4,1.0,1.0,scorable_negotiation-L2-adac68f4ac,all_oracle,vote,Avery,0,ceiling,0.426966
all_oracle__ceiling_vote,scorable_negotiation-moves_chat-4e64411fe9,4,1.0,1.0,scorable_negotiation-L2-adac68f4ac,all_oracle,vote,Blake,1,ceiling,0.304348
all_oracle__ceiling_vote,scorable_negotiation-moves_chat-4e64411fe9,4,1.0,1.0,scorable_negotiation-L2-adac68f4ac,all_oracle,vote,Casey,2,ceiling,0.778947
all_oracle__ceiling_vote,scorable_negotiation-moves_chat-4e64411fe9,4,1.0,1.0,scorable_negotiation-L2-adac68f4ac,all_oracle,vote,Devon,3,ceiling,0.511111
all_oracle__ceiling_vote,scorable_negotiation-moves_chat-4e64411fe9,4,1.0,1.0,scorable_negotiation-L2-adac68f4ac,all_oracle,vote,Ember,4,ceiling,0.136842
all_oracle__ceiling_vote,scorable_negotiation-moves_chat-7d669266da,1,1.0,1.0,scorable_negotiation-L2-1fc37540c8,all_oracle,vote,Avery,0,ceiling,0.491071
all_oracle__ceiling_vote,scorable_negotiation-moves_chat-7d669266da,1,1.0,1.0,scorable_negotiation-L2-1fc37540c8,all_oracle,vote,Blake,1,ceiling,0.48
all_oracle__ceiling_vote,scorable_negotiation-moves_chat-7d669266da,1,1.0,1.0,scorable_negotiation-L2-1fc37540c8,all_oracle,vote,Casey,2,ceiling,0.18
all_oracle__ceiling_vote,scorable_negotiation-moves_chat-7d669266da,1,1.0,1.0,scorable_negotiation-L2-1fc37540c8,all_oracle,vote,Devon,3,ceiling,0.567164
all_oracle__ceiling_vote,scorable_negotiation-moves_chat-7d669266da,1,1.0,1.0,scorable_negotiation-L2-1fc37540c8,all_oracle,vote,Ember,4,ceiling,0.433566
all_oracle__ceiling_vote,scorable_negotiation-moves_chat-82a4358381,2,1.0,1.0,scorable_negotiation-L2-0aa50f7b83,all_oracle,vote,Avery,0,ceiling,0.795699
all_oracle__ceiling_vote,scorable_negotiation-moves_chat-82a4358381,2,1.0,1.0,scorable_negotiation-L2-0aa50f7b83,all_oracle,vote,Blake,1,ceiling,0.567164
all_oracle__ceiling_vote,scorable_negotiation-moves_chat-82a4358381,2,1.0,1.0,scorable_negotiation-L2-0aa50f7b83,all_oracle,vote,Casey,2,ceiling,0.504673
all_oracle__ceiling_vote,scorable_negotiation-moves_chat-82a4358381,2,1.0,1.0,scorable_negotiation-L2-0aa50f7b83,all_oracle,vote,Devon,3,ceiling,0.217687
all_oracle__ceiling_vote,scorable_negotiation-moves_chat-82a4358381,2,1.0,1.0,scorable_negotiation-L2-0aa50f7b83,all_oracle,vote,Ember,4,ceiling,0.306122
all_oracle__ceiling_vote,scorable_negotiation-moves_chat-852c6a4bde,2,1.0,1.0,scorable_negotiation-L2-df1e479b72,all_oracle,vote,Avery,0,ceiling,0.644737
all_oracle__ceiling_vote,scorable_negotiation-moves_chat-852c6a4bde,2,1.0,1.0,scorable_negotiation-L2-df1e479b72,all_oracle,vote,Blake,1,ceiling,0.754098
all_oracle__ceiling_vote,scorable_negotiation-moves_chat-852c6a4bde,2,1.0,1.0,scorable_negotiation-L2-df1e479b72,all_oracle,vote,Casey,2,ceiling,0.506329
all_oracle__ceiling_vote,scorable_negotiation-moves_chat-852c6a4bde,2,1.0,1.0,scorable_negotiation-L2-df1e479b72,all_oracle,vote,Devon,3,ceiling,0.152778
all_oracle__ceiling_vote,scorable_negotiation-moves_chat-852c6a4bde,2,1.0,1.0,scorable_negotiation-L2-df1e479b72,all_oracle,vote,Ember,4,ceiling,0.352941
all_oracle__ceiling_vote,scorable_negotiation-moves_chat-8b4995b67e,1,1.0,1.0,scorable_negotiation-L2-0aa50f7b83,all_oracle,vote,Avery,0,ceiling,0.795699
all_oracle__ceiling_vote,scorable_negotiation-moves_chat-8b4995b67e,1,1.0,1.0,scorable_negotiation-L2-0aa50f7b83,all_oracle,vote,Blake,1,ceiling,0.567164
all_oracle__ceiling_vote,scorable_negotiation-moves_chat-8b4995b67e,1,1.0,1.0,scorable_negotiation-L2-0aa50f7b83,all_oracle,vote,Casey,2,ceiling,0.504673
all_oracle__ceiling_vote,scorable_negotiation-moves_chat-8b4995b67e,1,1.0,1.0,scorable_negotiation-L2-0aa50f7b83,all_oracle,vote,Devon,3,ceiling,0.217687
all_oracle__ceiling_vote,scorable_negotiation-moves_chat-8b4995b67e,1,1.0,1.0,scorable_negotiation-L2-0aa50f7b83,all_oracle,vote,Ember,4,ceiling,0.306122
all_oracle__ceiling_vote,scorable_negotiation-moves_chat-8ffe088969,4,1.0,1.0,scorable_negotiation-L2-103cef6017,all_oracle,vote,Avery,0,ceiling,0.152174
all_oracle__ceiling_vote,scorable_negotiation-moves_chat-8ffe088969,4,1.0,1.0,scorable_negotiation-L2-103cef6017,all_oracle,vote,Blake,1,ceiling,0.483146
all_oracle__ceiling_vote,scorable_negotiation-moves_chat-8ffe088969,4,1.0,1.0,scorable_negotiation-L2-103cef6017,all_oracle,vote,Casey,2,ceiling,0.706522
all_oracle__ceiling_vote,scorable_negotiation-moves_chat-8ffe088969,4,1.0,1.0,scorable_negotiation-L2-103cef6017,all_oracle,vote,Devon,3,ceiling,0.5
all_oracle__ceiling_vote,scorable_negotiation-moves_chat-8ffe088969,4,1.0,1.0,scorable_negotiation-L2-103cef6017,all_oracle,vote,Ember,4,ceiling,0.528736
all_oracle__ceiling_vote,scorable_negotiation-moves_chat-92fe931bdb,2,1.0,1.0,scorable_negotiation-L2-adac68f4ac,all_oracle,vote,Avery,0,ceiling,0.426966
all_oracle__ceiling_vote,scorable_negotiation-moves_chat-92fe931bdb,2,1.0,1.0,scorable_negotiation-L2-adac68f4ac,all_oracle,vote,Blake,1,ceiling,0.304348
all_oracle__ceiling_vote,scorable_negotiation-moves_chat-92fe931bdb,2,1.0,1.0,scorable_negotiation-L2-adac68f4ac,all_oracle,vote,Casey,2,ceiling,0.778947
all_oracle__ceiling_vote,scorable_negotiation-moves_chat-92fe931bdb,2,1.0,1.0,scorable_negotiation-L2-adac68f4ac,all_oracle,vote,Devon,3,ceiling,0.511111
all_oracle__ceiling_vote,scorable_negotiation-moves_chat-92fe931bdb,2,1.0,1.0,scorable_negotiation-L2-adac68f4ac,all_oracle,vote,Ember,4,ceiling,0.136842
all_oracle__ceiling_vote,scorable_negotiation-moves_chat-9f6888a294,0,1.0,1.0,scorable_negotiation-L2-1fc37540c8,all_oracle,vote,Avery,0,ceiling,0.491071
all_oracle__ceiling_vote,scorable_negotiation-moves_chat-9f6888a294,0,1.0,1.0,scorable_negotiation-L2-1fc37540c8,all_oracle,vote,Blake,1,ceiling,0.48
all_oracle__ceiling_vote,scorable_negotiation-moves_chat-9f6888a294,0,1.0,1.0,scorable_negotiation-L2-1fc37540c8,all_oracle,vote,Casey,2,ceiling,0.18
all_oracle__ceiling_vote,scorable_negotiation-moves_chat-9f6888a294,0,1.0,1.0,scorable_negotiation-L2-1fc37540c8,all_oracle,vote,Devon,3,ceiling,0.567164
all_oracle__ceiling_vote,scorable_negotiation-moves_chat-9f6888a294,0,1.0,1.0,scorable_negotiation-L2-1fc37540c8,all_oracle,vote,Ember,4,ceiling,0.433566
all_oracle__ceiling_vote,scorable_negotiation-moves_chat-a09b7e7b72,0,1.0,1.0,scorable_negotiation-L2-adac68f4ac,all_oracle,vote,Avery,0,ceiling,0.426966
all_oracle__ceiling_vote,scorable_negotiation-moves_chat-a09b7e7b72,0,1.0,1.0,scorable_negotiation-L2-adac68f4ac,all_oracle,vote,Blake,1,ceiling,0.304348
all_oracle__ceiling_vote,scorable_negotiation-moves_chat-a09b7e7b72,0,1.0,1.0,scorable_negotiation-L2-adac68f4ac,all_oracle,vote,Casey,2,ceiling,0.778947
all_oracle__ceiling_vote,scorable_negotiation-moves_chat-a09b7e7b72,0,1.0,1.0,scorable_negotiation-L2-adac68f4ac,all_oracle,vote,Devon,3,ceiling,0.511111
all_oracle__ceiling_vote,scorable_negotiation-moves_chat-a09b7e7b72,0,1.0,1.0,scorable_negotiation-L2-adac68f4ac,all_oracle,vote,Ember,4,ceiling,0.136842
all_oracle__ceiling_vote,scorable_negotiation-moves_chat-a505cae4f8,3,1.0,1.0,scorable_negotiation-L2-df1e479b72,all_oracle,vote,Avery,0,ceiling,0.644737
all_oracle__ceiling_vote,scorable_negotiation-moves_chat-a505cae4f8,3,1.0,1.0,scorable_negotiation-L2-df1e479b72,all_oracle,vote,Blake,1,ceiling,0.754098
all_oracle__ceiling_vote,scorable_negotiation-moves_chat-a505cae4f8,3,1.0,1.0,scorable_negotiation-L2-df1e479b72,all_oracle,vote,Casey,2,ceiling,0.506329
all_oracle__ceiling_vote,scorable_negotiation-moves_chat-a505cae4f8,3,1.0,1.0,scorable_negotiation-L2-df1e479b72,all_oracle,vote,Devon,3,ceiling,0.152778
all_oracle__ceiling_vote,scorable_negotiation-moves_chat-a505cae4f8,3,1.0,1.0,scorable_negotiation-L2-df1e479b72,all_oracle,vote,Ember,4,ceiling,0.352941
all_oracle__ceiling_vote,scorable_negotiation-moves_chat-aca195a2ab,3,1.0,1.0,scorable_negotiation-L2-adac68f4ac,all_oracle,vote,Avery,0,ceiling,0.426966
all_oracle__ceiling_vote,scorable_negotiation-moves_chat-aca195a2ab,3,1.0,1.0,scorable_negotiation-L2-adac68f4ac,all_oracle,vote,Blake,1,ceiling,0.304348
all_oracle__ceiling_vote,scorable_negotiation-moves_chat-aca195a2ab,3,1.0,1.0,scorable_negotiation-L2-adac68f4ac,all_oracle,vote,Casey,2,ceiling,0.778947
all_oracle__ceiling_vote,scorable_negotiation-moves_chat-aca195a2ab,3,1.0,1.0,scorable_negotiation-L2-adac68f4ac,all_oracle,vote,Devon,3,ceiling,0.511111
all_oracle__ceiling_vote,scorable_negotiation-moves_chat-aca195a2ab,3,1.0,1.0,scorable_negotiation-L2-adac68f4ac,all_oracle,vote,Ember,4,ceiling,0.136842
all_oracle__ceiling_vote,scorable_negotiation-moves_chat-c0a4da6a75,1,1.0,1.0,scorable_negotiation-L2-df1e479b72,all_oracle,vote,Avery,0,ceiling,0.644737
all_oracle__ceiling_vote,scorable_negotiation-moves_chat-c0a4da6a75,1,1.0,1.0,scorable_negotiation-L2-df1e479b72,all_oracle,vote,Blake,1,ceiling,0.754098
all_oracle__ceiling_vote,scorable_negotiation-moves_chat-c0a4da6a75,1,1.0,1.0,scorable_negotiation-L2-df1e479b72,all_oracle,vote,Casey,2,ceiling,0.506329
all_oracle__ceiling_vote,scorable_negotiation-moves_chat-c0a4da6a75,1,1.0,1.0,scorable_negotiation-L2-df1e479b72,all_oracle,vote,Devon,3,ceiling,0.152778
all_oracle__ceiling_vote,scorable_negotiation-moves_chat-c0a4da6a75,1,1.0,1.0,scorable_negotiation-L2-df1e479b72,all_oracle,vote,Ember,4,ceiling,0.352941
